TokenId,TokenIsExposable,rarity,trait_count,attributes
11,False,Common,10,"{'trait_type': 'Floor', 'value': 'Shag_Rug', 'probability': '21.0%'}","{'trait_type': 'Back Wall', 'value': 'TV_Wall', 'probability': '30.0%'}","{'trait_type': 'Decor', 'value': 'Lava_Lamp', 'probability': '18.4%'}","{'trait_type': 'Chair', 'value': 'Polka_Dot_Chair', 'probability': '17.2%'}","{'trait_type': 'Hair', 'value': 'Light_Beehive', 'probability': '9.2%'}","{'trait_type': 'Body', 'value': 'Light_Tracksuit', 'probability': '8.0%'}","{'trait_type': 'Book Color', 'value': 'Common', 'probability': '29.0%'}","{'trait_type': 'Book Title', 'value': 'Comply_Or_Die', 'probability': '19.4%'}","{'trait_type': 'Shoes', 'value': 'Dress_Shoes_Tracksuit', 'probability': '2.8%'}","{'trait_type': 'Sideboard Object', 'value': 'Cigars', 'probability': '11.8%'}","{'trait_type': 'Rings', 'value': 'Nothing', 'probability': '50.4%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
12,False,Legendary,10,"{'trait_type': 'Floor', 'value': 'Concrete', 'probability': '12.4%'}","{'trait_type': 'Back Wall', 'value': 'Last_Supper_Wall', 'probability': '9.6%'}","{'trait_type': 'Decor', 'value': 'Torch', 'probability': '16.6%'}","{'trait_type': 'Chair', 'value': 'Polka_Dot_Chair', 'probability': '17.2%'}","{'trait_type': 'Hair', 'value': 'Medium_Rainbow_Hair', 'probability': '9.8%'}","{'trait_type': 'Body', 'value': 'Medium_Manwoman', 'probability': '8.2%'}","{'trait_type': 'Book Color', 'value': 'Legendary', 'probability': '9.0%'}","{'trait_type': 'Book Title', 'value': 'Comply_Or_Die', 'probability': '19.4%'}","{'trait_type': 'Shoes', 'value': 'Converse', 'probability': '5.0%'}","{'trait_type': 'Sideboard Object', 'value': 'Bong', 'probability': '17.2%'}","{'trait_type': 'Rings', 'value': 'Nothing', 'probability': '50.4%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
13,False,Common,10,"{'trait_type': 'Floor', 'value': 'Checkered', 'probability': '22.6%'}","{'trait_type': 'Back Wall', 'value': 'TV_Wall', 'probability': '30.0%'}","{'trait_type': 'Decor', 'value': 'Torch', 'probability': '16.6%'}","{'trait_type': 'Chair', 'value': 'Tie_Dye_Chair', 'probability': '23.0%'}","{'trait_type': 'Hair', 'value': 'Medium_Rainbow_Hair', 'probability': '9.8%'}","{'trait_type': 'Body', 'value': 'Medium_Tracksuit', 'probability': '6.0%'}","{'trait_type': 'Book Color', 'value': 'Common', 'probability': '29.0%'}","{'trait_type': 'Book Title', 'value': 'Men_On_The_Moon', 'probability': '13.8%'}","{'trait_type': 'Shoes', 'value': 'Dress_Shoes_Tracksuit', 'probability': '2.8%'}","{'trait_type': 'Sideboard Object', 'value': 'Tumbler', 'probability': '18.4%'}","{'trait_type': 'Rings', 'value': 'Nothing', 'probability': '50.4%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
14,False,Common,10,"{'trait_type': 'Floor', 'value': 'Shag_Rug', 'probability': '21.0%'}","{'trait_type': 'Back Wall', 'value': 'TV_Wall', 'probability': '30.0%'}","{'trait_type': 'Decor', 'value': 'Gun_Lamp', 'probability': '13.8%'}","{'trait_type': 'Chair', 'value': 'Shell_Chair', 'probability': '16.0%'}","{'trait_type': 'Hair', 'value': 'Medium_Buzzcut', 'probability': '10.2%'}","{'trait_type': 'Body', 'value': 'Medium_Robe', 'probability': '7.2%'}","{'trait_type': 'Book Color', 'value': 'Common', 'probability': '29.0%'}","{'trait_type': 'Book Title', 'value': ""Don't_Shed_On_Me"", 'probability': '19.2%'}","{'trait_type': 'Shoes', 'value': 'Dress_Shoes_Robe_Manwoman', 'probability': '7.0%'}","{'trait_type': 'Sideboard Object', 'value': 'Tumbler', 'probability': '18.4%'}","{'trait_type': 'Rings', 'value': 'Nothing', 'probability': '50.4%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
15,False,Uncommon,10,"{'trait_type': 'Floor', 'value': 'Wood_Floor', 'probability': '23.8%'}","{'trait_type': 'Back Wall', 'value': 'Palm_Tree_Wall', 'probability': '24.6%'}","{'trait_type': 'Decor', 'value': 'Gun_Lamp', 'probability': '13.8%'}","{'trait_type': 'Chair', 'value': 'Shell_Chair', 'probability': '16.0%'}","{'trait_type': 'Hair', 'value': 'Dark_Buzzcut', 'probability': '9.6%'}","{'trait_type': 'Body', 'value': 'Dark_Robe', 'probability': '3.2%'}","{'trait_type': 'Book Color', 'value': 'Uncommon', 'probability': '24.0%'}","{'trait_type': 'Book Title', 'value': 'Men_On_The_Moon', 'probability': '13.8%'}","{'trait_type': 'Shoes', 'value': 'Converse', 'probability': '5.0%'}","{'trait_type': 'Sideboard Object', 'value': 'Beer_Bottle', 'probability': '15.4%'}","{'trait_type': 'Rings', 'value': 'Nothing', 'probability': '50.4%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
16,False,Legendary,10,"{'trait_type': 'Floor', 'value': 'Wood_Floor', 'probability': '23.8%'}","{'trait_type': 'Back Wall', 'value': 'Last_Supper_Wall', 'probability': '9.6%'}","{'trait_type': 'Decor', 'value': 'Leg_Lamp', 'probability': '17.8%'}","{'trait_type': 'Chair', 'value': 'Plaid_Chair', 'probability': '16.8%'}","{'trait_type': 'Hair', 'value': 'Dark_Box_Braids', 'probability': '7.8%'}","{'trait_type': 'Body', 'value': 'Dark_Manwoman', 'probability': '3.0%'}","{'trait_type': 'Book Color', 'value': 'Legendary', 'probability': '9.0%'}","{'trait_type': 'Book Title', 'value': 'Comply_Or_Die', 'probability': '19.4%'}","{'trait_type': 'Shoes', 'value': 'Converse', 'probability': '5.0%'}","{'trait_type': 'Sideboard Object', 'value': 'Bong', 'probability': '17.2%'}","{'trait_type': 'Rings', 'value': 'Nothing', 'probability': '50.4%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
17,False,Rare,10,"{'trait_type': 'Floor', 'value': 'Shag_Rug', 'probability': '21.0%'}","{'trait_type': 'Back Wall', 'value': 'Marriage_Wall', 'probability': '19.8%'}","{'trait_type': 'Decor', 'value': 'Disco_Ball', 'probability': '16.0%'}","{'trait_type': 'Chair', 'value': 'Leather_Chair', 'probability': '7.8%'}","{'trait_type': 'Hair', 'value': 'Medium_Mohawk', 'probability': '9.4%'}","{'trait_type': 'Body', 'value': 'Medium_Manwoman', 'probability': '8.2%'}","{'trait_type': 'Book Color', 'value': 'Rare', 'probability': '19.0%'}","{'trait_type': 'Book Title', 'value': 'The_12_Steps_for_Social_Media_Addicts', 'probability': '15.8%'}","{'trait_type': 'Shoes', 'value': 'Socks_Slides', 'probability': '8.0%'}","{'trait_type': 'Sideboard Object', 'value': 'Wine_Bottle', 'probability': '16.4%'}","{'trait_type': 'Rings', 'value': 'Nothing', 'probability': '50.4%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
18,False,Common,11,"{'trait_type': 'Floor', 'value': 'Grass', 'probability': '19.2%'}","{'trait_type': 'Back Wall', 'value': 'TV_Wall', 'probability': '30.0%'}","{'trait_type': 'Decor', 'value': 'Lava_Lamp', 'probability': '18.4%'}","{'trait_type': 'Chair', 'value': 'Shell_Chair', 'probability': '16.0%'}","{'trait_type': 'Hair', 'value': 'Light_Beehive', 'probability': '9.2%'}","{'trait_type': 'Body', 'value': 'Light_Suit', 'probability': '9.0%'}","{'trait_type': 'Book Color', 'value': 'Common', 'probability': '29.0%'}","{'trait_type': 'Book Title', 'value': 'How_To_Survive_The_Y2K', 'probability': '17.0%'}","{'trait_type': 'Shoes', 'value': 'Socks_Slides_Suit', 'probability': '3.2%'}","{'trait_type': 'Sideboard Object', 'value': 'Cigars', 'probability': '11.8%'}","{'trait_type': 'Rings', 'value': 'Wedding_Band', 'probability': '48.6%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
19,False,Rare,10,"{'trait_type': 'Floor', 'value': 'Wood_Floor', 'probability': '23.8%'}","{'trait_type': 'Back Wall', 'value': 'Marriage_Wall', 'probability': '19.8%'}","{'trait_type': 'Decor', 'value': 'Gun_Lamp', 'probability': '13.8%'}","{'trait_type': 'Chair', 'value': 'Leather_Chair', 'probability': '7.8%'}","{'trait_type': 'Hair', 'value': 'Medium_Buzzcut', 'probability': '10.2%'}","{'trait_type': 'Body', 'value': 'Medium_Manwoman', 'probability': '8.2%'}","{'trait_type': 'Book Color', 'value': 'Rare', 'probability': '19.0%'}","{'trait_type': 'Book Title', 'value': 'Comply_Or_Die', 'probability': '19.4%'}","{'trait_type': 'Shoes', 'value': 'Medium_High_Heels_Robe_Manwoman', 'probability': '3.0%'}","{'trait_type': 'Sideboard Object', 'value': 'Coffee_Mug', 'probability': '15.8%'}","{'trait_type': 'Rings', 'value': 'Nothing', 'probability': '50.4%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
20,False,Uncommon,10,"{'trait_type': 'Floor', 'value': 'Shag_Rug', 'probability': '21.0%'}","{'trait_type': 'Back Wall', 'value': 'Palm_Tree_Wall', 'probability': '24.6%'}","{'trait_type': 'Decor', 'value': 'Gun_Lamp', 'probability': '13.8%'}","{'trait_type': 'Chair', 'value': 'Leather_Chair', 'probability': '7.8%'}","{'trait_type': 'Hair', 'value': 'Light_Beehive', 'probability': '9.2%'}","{'trait_type': 'Body', 'value': 'Light_Robe', 'probability': '9.8%'}","{'trait_type': 'Book Color', 'value': 'Uncommon', 'probability': '24.0%'}","{'trait_type': 'Book Title', 'value': 'Comply_Or_Die', 'probability': '19.4%'}","{'trait_type': 'Shoes', 'value': 'Socks_Slides', 'probability': '8.0%'}","{'trait_type': 'Sideboard Object', 'value': 'Bong', 'probability': '17.2%'}","{'trait_type': 'Rings', 'value': 'Nothing', 'probability': '50.4%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
21,False,Common,11,"{'trait_type': 'Floor', 'value': 'Checkered', 'probability': '22.6%'}","{'trait_type': 'Back Wall', 'value': 'TV_Wall', 'probability': '30.0%'}","{'trait_type': 'Decor', 'value': 'Cannabis', 'probability': '16.4%'}","{'trait_type': 'Chair', 'value': 'Polka_Dot_Chair', 'probability': '17.2%'}","{'trait_type': 'Hair', 'value': 'Light_Beehive', 'probability': '9.2%'}","{'trait_type': 'Body', 'value': 'Light_Manwoman', 'probability': '7.8%'}","{'trait_type': 'Book Color', 'value': 'Common', 'probability': '29.0%'}","{'trait_type': 'Book Title', 'value': ""Don't_Shed_On_Me"", 'probability': '19.2%'}","{'trait_type': 'Shoes', 'value': 'Light_High_Heels_Robe_Manwoman', 'probability': '3.8%'}","{'trait_type': 'Sideboard Object', 'value': 'Beer_Bottle', 'probability': '15.4%'}","{'trait_type': 'Rings', 'value': 'Wedding_Band', 'probability': '48.6%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
22,False,Epic,11,"{'trait_type': 'Floor', 'value': 'Shag_Rug', 'probability': '21.0%'}","{'trait_type': 'Back Wall', 'value': 'Brick_Wall', 'probability': '14.4%'}","{'trait_type': 'Decor', 'value': 'Gun_Lamp', 'probability': '13.8%'}","{'trait_type': 'Chair', 'value': 'Plaid_Chair', 'probability': '16.8%'}","{'trait_type': 'Hair', 'value': 'Mullet', 'probability': '14.2%'}","{'trait_type': 'Body', 'value': 'Medium_Tracksuit', 'probability': '6.0%'}","{'trait_type': 'Book Color', 'value': 'Epic', 'probability': '14.0%'}","{'trait_type': 'Book Title', 'value': ""Don't_Shed_On_Me"", 'probability': '19.2%'}","{'trait_type': 'Shoes', 'value': 'Medium_Slippers_Tracksuit', 'probability': '1.0%'}","{'trait_type': 'Sideboard Object', 'value': 'Bong', 'probability': '17.2%'}","{'trait_type': 'Rings', 'value': 'Wedding_Band', 'probability': '48.6%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
23,False,Rare,11,"{'trait_type': 'Floor', 'value': 'Checkered', 'probability': '22.6%'}","{'trait_type': 'Back Wall', 'value': 'Marriage_Wall', 'probability': '19.8%'}","{'trait_type': 'Decor', 'value': 'Lava_Lamp', 'probability': '18.4%'}","{'trait_type': 'Chair', 'value': 'Shell_Chair', 'probability': '16.0%'}","{'trait_type': 'Hair', 'value': 'Dark_Buzzcut', 'probability': '9.6%'}","{'trait_type': 'Body', 'value': 'Dark_Bell_Bottoms', 'probability': '5.2%'}","{'trait_type': 'Book Color', 'value': 'Rare', 'probability': '19.0%'}","{'trait_type': 'Book Title', 'value': ""Don't_Shed_On_Me"", 'probability': '19.2%'}","{'trait_type': 'Shoes', 'value': 'Dark_Slippers_Bell_Bottoms', 'probability': '0.8%'}","{'trait_type': 'Sideboard Object', 'value': 'Wine_Bottle', 'probability': '16.4%'}","{'trait_type': 'Rings', 'value': 'Wedding_Band', 'probability': '48.6%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
24,False,Legendary,10,"{'trait_type': 'Floor', 'value': 'Grass', 'probability': '19.2%'}","{'trait_type': 'Back Wall', 'value': 'Last_Supper_Wall', 'probability': '9.6%'}","{'trait_type': 'Decor', 'value': 'Cannabis', 'probability': '16.4%'}","{'trait_type': 'Chair', 'value': 'Flag_Chair', 'probability': '18.2%'}","{'trait_type': 'Hair', 'value': 'Medium_Mohawk', 'probability': '9.4%'}","{'trait_type': 'Body', 'value': 'Medium_Manwoman', 'probability': '8.2%'}","{'trait_type': 'Book Color', 'value': 'Legendary', 'probability': '9.0%'}","{'trait_type': 'Book Title', 'value': 'The_12_Steps_for_Social_Media_Addicts', 'probability': '15.8%'}","{'trait_type': 'Shoes', 'value': 'Medium_High_Heels_Robe_Manwoman', 'probability': '3.0%'}","{'trait_type': 'Sideboard Object', 'value': 'Bong', 'probability': '17.2%'}","{'trait_type': 'Rings', 'value': 'Nothing', 'probability': '50.4%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
25,False,Uncommon,11,"{'trait_type': 'Floor', 'value': 'Shag_Rug', 'probability': '21.0%'}","{'trait_type': 'Back Wall', 'value': 'Palm_Tree_Wall', 'probability': '24.6%'}","{'trait_type': 'Decor', 'value': 'Torch', 'probability': '16.6%'}","{'trait_type': 'Chair', 'value': 'Plaid_Chair', 'probability': '16.8%'}","{'trait_type': 'Hair', 'value': 'Medium_Rainbow_Hair', 'probability': '9.8%'}","{'trait_type': 'Body', 'value': 'Medium_Robe', 'probability': '7.2%'}","{'trait_type': 'Book Color', 'value': 'Uncommon', 'probability': '24.0%'}","{'trait_type': 'Book Title', 'value': 'Comply_Or_Die', 'probability': '19.4%'}","{'trait_type': 'Shoes', 'value': 'Medium_High_Heels_Robe_Manwoman', 'probability': '3.0%'}","{'trait_type': 'Sideboard Object', 'value': 'Tumbler', 'probability': '18.4%'}","{'trait_type': 'Rings', 'value': 'Wedding_Band', 'probability': '48.6%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
26,False,Rare,10,"{'trait_type': 'Floor', 'value': 'Shag_Rug', 'probability': '21.0%'}","{'trait_type': 'Back Wall', 'value': 'Marriage_Wall', 'probability': '19.8%'}","{'trait_type': 'Decor', 'value': 'Disco_Ball', 'probability': '16.0%'}","{'trait_type': 'Chair', 'value': 'Shell_Chair', 'probability': '16.0%'}","{'trait_type': 'Hair', 'value': 'Dark_Box_Braids', 'probability': '7.8%'}","{'trait_type': 'Body', 'value': 'Dark_Robe', 'probability': '3.2%'}","{'trait_type': 'Book Color', 'value': 'Rare', 'probability': '19.0%'}","{'trait_type': 'Book Title', 'value': ""Don't_Shed_On_Me"", 'probability': '19.2%'}","{'trait_type': 'Shoes', 'value': 'Converse', 'probability': '5.0%'}","{'trait_type': 'Sideboard Object', 'value': 'Wine_Bottle', 'probability': '16.4%'}","{'trait_type': 'Rings', 'value': 'Nothing', 'probability': '50.4%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
27,False,Uncommon,10,"{'trait_type': 'Floor', 'value': 'Grass', 'probability': '19.2%'}","{'trait_type': 'Back Wall', 'value': 'Palm_Tree_Wall', 'probability': '24.6%'}","{'trait_type': 'Decor', 'value': 'Lava_Lamp', 'probability': '18.4%'}","{'trait_type': 'Chair', 'value': 'Shell_Chair', 'probability': '16.0%'}","{'trait_type': 'Hair', 'value': 'Medium_Rainbow_Hair', 'probability': '9.8%'}","{'trait_type': 'Body', 'value': 'Medium_Suit', 'probability': '7.8%'}","{'trait_type': 'Book Color', 'value': 'Uncommon', 'probability': '24.0%'}","{'trait_type': 'Book Title', 'value': 'Soul_Not_For_Sale', 'probability': '13.8%'}","{'trait_type': 'Shoes', 'value': 'Dress_Shoes_Suit', 'probability': '4.2%'}","{'trait_type': 'Sideboard Object', 'value': 'Cigars', 'probability': '11.8%'}","{'trait_type': 'Rings', 'value': 'Nothing', 'probability': '50.4%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
